bc,sample,Celltype,Phase
46899,G13,GMP1,G1
486201,AZD,CLP,G1
876684,AZD,HSC/MPP,G1
392081,AZD,CMP,G1
953,AZD,CMP,G1
372286,NTC,LMPP,S
421514,NTC,LMPP,G1
559884,AZD,MEP1,G2M
343974,G13,HSC/MPP,G1
574088,AZD,HSC/MPP,G1
441335,NTC,CMP,G1
277834,AZD,CMP,G1
562258,AZD,LMPP,G2M
586728,AZD,LMPP,G1
245615,AZD,CLP,G1
831500,G13,LMPP,S
279117,AZD,CMP,G1
437505,G13,GMP1,G1
593607,NTC,LMPP,G1
552126,AZD,LMPP,G1
562216,AZD,CMP,G1
634529,G13,CMP,G1
853129,G13,LMPP,S
24732,NTC,LMPP,G1
126300,NTC,LMPP,G1
693341,AZD,CLP,G1
308530,G13,CMP,G1
809142,NTC,CMP,G1
484192,G13,GMP1,G1
406749,NTC,LMPP,G1
816345,AZD,LMPP,S
862009,AZD,HSC/MPP,G1
287170,NTC,LMPP,G1
563214,NTC,LMPP,G1
608957,G13,MEP1,S
130624,NTC,CMP,S
367846,AZD,LMPP,G1
404931,AZD,CMP,G1
20836,NTC,LMPP,S
242913,AZD,LMPP,S
72627,G13,HSC/MPP,G1
719315,AZD,CMP,G1
483656,AZD,CMP,G1
732433,NTC,LMPP,G2M
61979,AZD,CMP,G1
312359,NTC,GMP1,G1
516831,AZD,CLP,G1
561803,G13,HSC/MPP,G1
728319,NTC,LMPP,G1
491680,G13,LMPP,G1
801708,NTC,CMP,G1
701762,G13,CMP,G1
595638,NTC,HSC/MPP,G1
677906,G13,LMPP,G1
261640,NTC,LMPP,S
102312,G13,HSC/MPP,G1
700598,G13,GMP1,G1
782408,AZD,LMPP,S
832221,AZD,GMP1,G1
120344,NTC,CMP,G1
185077,NTC,CLP,G1
344018,AZD,LMPP,G1
397255,NTC,LMPP,S
448197,AZD,LMPP,G1
687343,G13,CLP,G1
820134,G13,HSC/MPP,G1
825893,AZD,CMP,G1
491970,AZD,CMP,G1
781987,NTC,CMP,G1
403769,AZD,GMP1,G1
687098,NTC,LMPP,G1
733783,G13,LMPP,S
498375,G13,CMP,G1
216772,G13,HSC/MPP,G1
685608,G13,LMPP,S
4135,NTC,HSC/MPP,G1
187625,NTC,HSC/MPP,S
586929,NTC,LMPP,G1
28079,AZD,CMP,G1
51551,G13,LMPP,S
573319,NTC,LMPP,G1
696991,NTC,GMP1,G1
684130,NTC,CLP,G1
873391,AZD,CLP,G1
219234,G13,HSC/MPP,G1
766026,G13,CMP,G1
874014,NTC,LMPP,S
695584,G13,LMPP,G1
517663,AZD,LMPP,S
556963,G13,LMPP,G1
52684,AZD,CMP,G1
601459,NTC,CMP,G1
382363,AZD,GMP1,G1
457263,NTC,CMP,G1
825528,AZD,HSC/MPP,G1
69542,AZD,CLP,G1
118118,AZD,GMP1,G1
161439,AZD,CLP,G1
860401,AZD,LMPP,S
332867,NTC,LMPP,S
122467,NTC,LMPP,S
208620,G13,LMPP,S
271676,AZD,CLP,G1
302540,G13,GMP1,G1
770414,G13,LMPP,S
836074,AZD,LMPP,S
346236,G13,GMP1,G1
591844,NTC,CMP,G1
466675,AZD,LMPP,G1
850661,G13,LMPP,S
7748,AZD,CLP,G1
99820,NTC,LMPP,S
258474,G13,GMP1,G1
411562,AZD,CMP,G1
862919,G13,HSC/MPP,G1
177202,NTC,LMPP,S
428502,NTC,LMPP,G1
514903,NTC,LMPP,S
808941,G13,LMPP,G2M
834737,AZD,CLP,G1
403310,G13,HSC/MPP,G1
697690,G13,CMP,G1
419652,NTC,GMP1,G1
682505,G13,MEP1,S
316258,NTC,LMPP,G2M
376389,NTC,HSC/MPP,G1
694005,G13,CLP,G1
834584,NTC,LMPP,G1
842941,NTC,LMPP,S
361457,NTC,LMPP,G1
520905,AZD,CLP,G1
690706,AZD,GMP1,G1
594777,NTC,CMP,G1
387243,G13,CMP,G1
11246,AZD,LMPP,G2M
53639,NTC,CLP,G1
292059,NTC,LMPP,S
525600,AZD,CMP,G1
234689,G13,LMPP,G1
397691,AZD,CMP,G1
806289,AZD,LMPP,S
329496,AZD,CLP,G1
599150,NTC,CMP,S
554610,G13,MEP1,S
482468,NTC,LMPP,G2M
713234,AZD,LMPP,S
640608,NTC,LMPP,S
182447,G13,CMP,G1
402992,AZD,LMPP,S
753642,NTC,LMPP,G1
285969,G13,LMPP,S
186749,NTC,GMP1,G1
684121,NTC,LMPP,S
760717,NTC,LMPP,G2M
793738,G13,LMPP,G2M
866514,AZD,LMPP,G2M
868393,NTC,HSC/MPP,G1
36408,G13,LMPP,G1
292264,NTC,LMPP,G2M
18003,NTC,CMP,G1
474144,AZD,GMP1,G1
306332,G13,CLP,G1
650850,G13,CMP,G1
308043,AZD,CMP,G1
310845,NTC,LMPP,G1
810831,NTC,LMPP,S
881778,G13,LMPP,G1
421961,AZD,CMP,G1
450651,AZD,GMP1,G1
873285,G13,LMPP,G1
86681,G13,CLP,G1
813530,NTC,LMPP,S
493979,NTC,LMPP,G1
734821,AZD,GMP1,G1
418672,AZD,CMP,G1
159910,AZD,LMPP,G1
439765,AZD,LMPP,S
588441,NTC,CMP,G1
767486,AZD,MEP1,S
200468,AZD,GMP1,G1
715661,AZD,CMP,G1
416263,G13,LMPP,S
309421,G13,LMPP,G1
855279,G13,GMP1,G1
342886,AZD,CLP,G1
806125,NTC,LMPP,S
225906,NTC,LMPP,S
512440,G13,CMP,G1
718020,AZD,CLP,G1
2280,AZD,CLP,G1
56198,NTC,CMP,G1
517494,G13,LMPP,G1
529625,NTC,LMPP,S
482199,NTC,HSC/MPP,G1
668379,NTC,LMPP,G2M
98703,G13,CLP,G1
493314,AZD,LMPP,G1
36446,NTC,GMP1,G1
344376,NTC,LMPP,S
522778,G13,LMPP,G1
766013,AZD,LMPP,G1
792072,AZD,CLP,G1
185650,AZD,HSC/MPP,G1
266665,AZD,CMP,G1
418216,AZD,CMP,G1
758354,AZD,LMPP,G1
761623,NTC,LMPP,S
53312,AZD,HSC/MPP,G1
108124,AZD,CMP,G1
363874,AZD,LMPP,G1
643433,NTC,LMPP,G2M
686603,G13,CMP,G1
776956,AZD,HSC/MPP,G1
577845,G13,HSC/MPP,G1
154640,AZD,HSC/MPP,G1
806063,AZD,CLP,G1
68711,AZD,CLP,G1
766842,G13,LMPP,G1
340309,G13,LMPP,G2M
689684,AZD,CMP,G2M
487147,AZD,CLP,G1
498907,AZD,GMP1,G1
675956,AZD,CLP,G1
704831,G13,HSC/MPP,G1
116455,NTC,LMPP,G1
191305,NTC,LMPP,S
44152,AZD,LMPP,G2M
509172,AZD,LMPP,G1
789713,AZD,LMPP,S
195237,AZD,LMPP,G1
759754,AZD,CMP,G1
143864,G13,LMPP,G2M
180104,G13,GMP1,G1
354701,NTC,LMPP,G1
492557,NTC,GMP1,G1
678928,G13,GMP1,G1
127731,NTC,CMP,G1
486150,NTC,GMP1,G1
541,AZD,LMPP,S
15681,AZD,LMPP,G2M
396280,AZD,CLP,G1
699773,NTC,LMPP,G1
822688,NTC,LMPP,G1
112645,G13,LMPP,S
644357,AZD,LMPP,S
719668,G13,CLP,G1
53276,AZD,GMP1,G1
523967,AZD,CMP,G1
732383,G13,LMPP,S
117847,G13,LMPP,G1
134253,G13,LMPP,G1
285890,G13,LMPP,G1
756150,NTC,GMP1,G1
664681,G13,LMPP,G1
761287,G13,LMPP,G2M
19792,NTC,HSC/MPP,G1
189808,NTC,CLP,G1
439301,AZD,CLP,G1
1991,AZD,CMP,G1
729102,AZD,HSC/MPP,G1
286765,G13,LMPP,S
592410,G13,LMPP,S
13558,AZD,HSC/MPP,G1
601516,NTC,LMPP,S
841076,G13,GMP1,G1
187240,NTC,HSC/MPP,G1
741617,G13,HSC/MPP,G1
812657,NTC,CMP,G1
582607,G13,LMPP,G1
583813,AZD,CMP,G1
746368,AZD,CLP,G1
820521,NTC,LMPP,S
530304,NTC,HSC/MPP,S
433594,AZD,LMPP,G2M
552919,AZD,CLP,G1
716799,NTC,LMPP,G1
865032,NTC,LMPP,S
239981,NTC,LMPP,G1
423302,G13,GMP1,G1
636498,NTC,LMPP,S
64033,AZD,GMP1,G1
266607,AZD,CMP,G1
682014,AZD,GMP1,G1
284748,AZD,LMPP,S
230296,NTC,LMPP,G1
278299,AZD,LMPP,G1
706875,AZD,LMPP,G1
213684,AZD,LMPP,G1
175834,NTC,LMPP,S
795419,G13,CMP,G1
821323,NTC,LMPP,G1
382299,AZD,CMP,G2M
394865,AZD,HSC/MPP,G1
136755,G13,CLP,G1
666250,AZD,CMP,G1
140033,AZD,CMP,G1
146914,AZD,CLP,G1
491967,AZD,LMPP,G1
349160,AZD,CMP,G1
338936,G13,LMPP,S
341043,AZD,LMPP,S
513837,AZD,CLP,G1
824860,NTC,GMP1,G1
16192,NTC,GMP1,G1
131602,AZD,HSC/MPP,G1
215371,NTC,LMPP,S
138048,G13,GMP1,G1
682469,G13,LMPP,S
238463,NTC,LMPP,S
181257,NTC,LMPP,G2M
369608,G13,LMPP,S
684335,NTC,HSC/MPP,G1
714781,AZD,HSC/MPP,G1
65284,AZD,GMP1,G1
466336,NTC,GMP1,G1
490786,NTC,LMPP,G1
767827,AZD,LMPP,S
19070,AZD,CMP,G1
141218,AZD,CMP,G1
366278,G13,HSC/MPP,G1
879953,G13,HSC/MPP,G1
71162,G13,HSC/MPP,G1
246828,AZD,CMP,S
321556,NTC,CMP,G1
868993,G13,LMPP,G1
608206,AZD,CLP,G1
643734,NTC,GMP1,G1
58856,NTC,LMPP,S
346329,NTC,LMPP,G1
149031,NTC,GMP1,G1
165669,AZD,HSC/MPP,G1
376733,AZD,CMP,G1
741265,NTC,CMP,G1
349986,AZD,GMP1,G1
399128,AZD,CLP,G1
593751,NTC,LMPP,S
97916,NTC,CMP,G1
715512,AZD,CMP,G1
99193,NTC,LMPP,G2M
175762,NTC,LMPP,G1
404708,G13,HSC/MPP,G1
72988,G13,CMP,G1
287561,NTC,LMPP,S
89504,NTC,CMP,G1
662144,AZD,CMP,G1
864576,NTC,CMP,G1
594957,AZD,LMPP,S
332705,NTC,LMPP,S
561207,NTC,CMP,G1
265539,NTC,LMPP,G1
155946,AZD,LMPP,G1
295623,AZD,CLP,G1
406081,AZD,CMP,G1
667072,NTC,LMPP,G2M
146623,G13,LMPP,G1
716964,AZD,CMP,G1
166871,AZD,CMP,G1
702212,NTC,CLP,G1
75613,AZD,CMP,G1
600783,NTC,LMPP,G1
696393,AZD,LMPP,S
707966,G13,CLP,G1
173039,NTC,LMPP,G2M
681271,AZD,LMPP,G1
781262,AZD,LMPP,G2M
54625,NTC,CLP,G1
879450,AZD,GMP1,G1
350722,NTC,HSC/MPP,G1
852773,AZD,LMPP,S
62410,AZD,CMP,G2M
180387,G13,LMPP,S
384429,NTC,LMPP,G1
880574,AZD,CMP,G1
263218,G13,LMPP,S
675463,NTC,LMPP,G1
131340,AZD,LMPP,G1
605421,G13,LMPP,G2M
626780,NTC,LMPP,S
143402,AZD,CLP,G1
700636,AZD,LMPP,S
215662,NTC,LMPP,G1
687380,G13,LMPP,S
865713,G13,CMP,G1
544165,AZD,LMPP,S
441470,AZD,CMP,G1
729086,AZD,HSC/MPP,G1
83166,NTC,HSC/MPP,G1
668548,G13,HSC/MPP,G1
765102,NTC,MEP1,G1
256551,NTC,CLP,G1
216579,AZD,HSC/MPP,G1
358941,AZD,HSC/MPP,G1
221072,AZD,GMP1,G1
530018,AZD,CMP,G1
237325,G13,GMP1,G1
733837,AZD,HSC/MPP,G1
852461,NTC,LMPP,G1
772372,NTC,LMPP,S
118403,AZD,GMP1,G1
119662,NTC,LMPP,S
294661,G13,LMPP,G2M
497002,G13,LMPP,S
559282,NTC,CMP,G1
694067,AZD,CLP,G1
248199,NTC,LMPP,S
302402,G13,HSC/MPP,G1
186518,AZD,CLP,G1
648814,AZD,CMP,G1
848237,AZD,LMPP,G1
403951,AZD,HSC/MPP,G1
246904,NTC,LMPP,S
575388,G13,CMP,G1
711934,AZD,CMP,G1
528450,AZD,CMP,G1
1176,NTC,CMP,G1
319183,NTC,LMPP,S
822229,G13,HSC/MPP,G1
826791,G13,CMP,G1
135472,NTC,LMPP,G1
432819,NTC,CMP,G1
298125,G13,LMPP,S
772456,AZD,CMP,G1
596304,G13,LMPP,G2M
273382,NTC,GMP1,G1
799410,G13,GMP1,G1
101094,AZD,CMP,G1
736223,NTC,LMPP,S
766880,AZD,CMP,G1
289988,G13,GMP1,G1
768045,G13,LMPP,S
379103,AZD,LMPP,S
874812,AZD,HSC/MPP,G1
309903,NTC,CMP,G1
338349,NTC,GMP1,G1
553687,AZD,LMPP,G1
334054,NTC,LMPP,G1
690843,AZD,HSC/MPP,G1
745410,G13,GMP1,G1
780271,G13,CMP,G1
257304,AZD,CMP,G1
820302,AZD,CMP,G1
327036,AZD,CMP,G1
484146,NTC,HSC/MPP,G1
246676,AZD,GMP1,G1
314014,G13,CLP,G1
650270,G13,HSC/MPP,G1
209737,G13,GMP1,G1
355695,NTC,LMPP,S
534684,AZD,LMPP,G2M
663854,NTC,LMPP,S
746393,AZD,HSC/MPP,G1
171334,G13,HSC/MPP,G1
242159,AZD,LMPP,G2M
566986,NTC,CLP,G1
637687,AZD,LMPP,G1
796552,AZD,CLP,G1
865124,G13,LMPP,S
299849,G13,CMP,G1
663850,AZD,LMPP,G2M
342621,G13,LMPP,G1
186416,G13,LMPP,G2M
178436,G13,LMPP,S
664594,NTC,LMPP,S
827818,NTC,CMP,G1
20125,NTC,LMPP,S
434903,NTC,CMP,G1
134125,NTC,LMPP,G1
558040,G13,LMPP,S
723280,NTC,LMPP,S
861757,AZD,CLP,G1
515195,AZD,CMP,G1
140563,G13,CMP,G1
312517,G13,CMP,G1
248615,NTC,LMPP,S
419357,AZD,CMP,G1
667820,G13,LMPP,G2M
35384,AZD,CLP,G1
339030,G13,LMPP,G2M
24070,AZD,CMP,G2M
617638,NTC,LMPP,G1
741061,NTC,HSC/MPP,G1
266859,AZD,GMP1,G1
406462,AZD,LMPP,G2M
169825,AZD,CLP,G1
299453,AZD,GMP1,G1
290770,G13,LMPP,G1
650721,G13,HSC/MPP,G1
5630,AZD,GMP1,G1
371696,AZD,LMPP,S
712475,AZD,CLP,S
134582,G13,LMPP,S
375889,G13,LMPP,G1
66789,G13,CMP,G1
65535,AZD,GMP1,G1
151792,NTC,GMP1,G1
798967,G13,CMP,G1
858057,G13,CMP,G1
134801,AZD,LMPP,S
218805,AZD,CMP,G1
751145,AZD,LMPP,G1
210807,G13,CMP,G1
285759,NTC,LMPP,G1
556436,NTC,MEP1,S
27844,AZD,LMPP,G2M
132548,G13,CMP,G1
546149,G13,CLP,G1
54318,G13,LMPP,S
759912,AZD,LMPP,S
630795,AZD,MEP1,S
338944,G13,LMPP,S
513500,AZD,CMP,G1
744435,AZD,CMP,G1
768000,AZD,CMP,G1
796899,NTC,LMPP,S
41058,AZD,LMPP,S
698732,AZD,CMP,G1
836999,G13,LMPP,S
142729,AZD,HSC/MPP,G1
755168,AZD,LMPP,G1
861681,AZD,MEP1,S
678113,AZD,LMPP,S
403847,G13,CLP,G1
805241,AZD,LMPP,S
536600,G13,LMPP,G1
775431,AZD,LMPP,S
130452,AZD,LMPP,S
299312,G13,LMPP,G1
818278,AZD,HSC/MPP,G1
321264,NTC,GMP1,G1
486592,AZD,LMPP,G1
743080,NTC,LMPP,G1
278728,NTC,LMPP,S
23328,NTC,CMP,G1
627873,AZD,GMP1,G1
878267,AZD,HSC/MPP,G1
175825,NTC,LMPP,G2M
324301,AZD,CLP,G1
405681,AZD,CMP,G1
376352,NTC,LMPP,G2M
386304,NTC,LMPP,G1
683464,AZD,CMP,G1
628403,NTC,GMP1,G1
834274,G13,LMPP,S
375622,AZD,LMPP,S
763554,NTC,CLP,G1
650382,NTC,GMP1,G1
779067,NTC,LMPP,S
843864,AZD,HSC/MPP,G1
874376,AZD,LMPP,G1
791656,NTC,GMP1,G1
832486,AZD,CLP,G1
332352,AZD,LMPP,G1
510907,AZD,GMP1,G1
305703,G13,HSC/MPP,G1
104809,AZD,CLP,G1
595096,G13,GMP1,G1
625641,G13,GMP1,G1
776727,G13,HSC/MPP,G1
84979,G13,LMPP,S
386504,AZD,CMP,G1
280965,G13,CMP,G1
285779,AZD,LMPP,S
745775,AZD,LMPP,S
772907,AZD,CMP,G2M
149249,NTC,CMP,G1
710092,NTC,CLP,G1
81567,NTC,CMP,G1
144973,AZD,CLP,G1
177129,AZD,GMP1,G1
496887,G13,HSC/MPP,G1
212850,NTC,CLP,G1
211467,G13,CMP,G1
504182,AZD,CMP,S
643136,NTC,LMPP,G1
492475,AZD,GMP1,G1
247523,NTC,LMPP,G1
464298,AZD,HSC/MPP,G1
333700,G13,LMPP,S
478111,AZD,LMPP,G1
423127,AZD,LMPP,S
578691,G13,LMPP,S
448509,G13,CMP,G1
242809,G13,LMPP,G1
787496,NTC,LMPP,G2M
570404,NTC,GMP1,G1
835807,NTC,CMP,G1
450568,G13,CMP,G1
700364,AZD,LMPP,G1
591872,AZD,LMPP,S
705414,AZD,CLP,G1
129478,AZD,CMP,G1
136766,AZD,LMPP,G1
794175,G13,LMPP,G1
884380,AZD,CMP,G1
417569,NTC,GMP1,G1
762992,AZD,LMPP,G1
75315,AZD,CMP,G1
417875,NTC,LMPP,G1
665177,G13,MEP1,S
67449,AZD,HSC/MPP,G1
252309,AZD,CMP,G1
679675,G13,LMPP,G1
126193,G13,CMP,G1
524475,NTC,LMPP,G1
737260,G13,HSC/MPP,G1
181366,AZD,CMP,S
411657,AZD,LMPP,S
418992,NTC,CLP,G1
177911,G13,LMPP,G1
342605,G13,LMPP,G1
335045,G13,LMPP,G1
157176,AZD,LMPP,S
248801,AZD,GMP1,G1
258690,NTC,LMPP,G1
512296,AZD,CMP,G1
205098,NTC,LMPP,G1
577452,G13,LMPP,S
240651,AZD,HSC/MPP,G1
415408,NTC,LMPP,S
732841,G13,LMPP,S
833117,NTC,LMPP,G1
629555,G13,LMPP,S
759066,G13,LMPP,G2M
113242,NTC,GMP1,G1
214939,NTC,LMPP,G1
330202,NTC,LMPP,S
875755,NTC,CLP,G1
881600,AZD,GMP1,G1
707813,G13,CMP,G1
43485,AZD,LMPP,S
57341,G13,CMP,G1
262998,AZD,CMP,G1
396261,AZD,LMPP,G1
680049,NTC,CMP,G1
365971,G13,GMP1,G1
129150,NTC,CLP,G1
727594,NTC,CLP,G1
666882,G13,LMPP,S
789096,G13,HSC/MPP,G1
50781,AZD,CMP,G1
189848,NTC,CMP,G1
397810,AZD,CMP,G1
732225,AZD,GMP1,G1
171729,G13,LMPP,S
197121,AZD,LMPP,G1
134379,NTC,LMPP,G1
206384,G13,CMP,G1
706999,NTC,CLP,G1
715959,NTC,LMPP,G1
265026,AZD,CLP,G1
241854,AZD,LMPP,G2M
213917,NTC,LMPP,S
260862,AZD,CMP,G1
527134,NTC,CMP,G1
670194,NTC,LMPP,S
774612,G13,HSC/MPP,G1
283607,G13,CMP,G1
810505,NTC,HSC/MPP,G1
169470,G13,GMP1,G1
145736,AZD,GMP1,G1
485587,G13,CMP,G1
714830,G13,GMP1,G1
748335,G13,LMPP,G2M
321174,AZD,CMP,G1
807487,NTC,CMP,G1
61829,G13,LMPP,G1
420722,NTC,LMPP,G1
165042,AZD,LMPP,S
344746,NTC,CLP,G1
718943,AZD,CLP,G1
784335,AZD,HSC/MPP,G1
794000,G13,CLP,G1
46640,NTC,GMP1,G1
857092,AZD,GMP1,G1
727486,AZD,HSC/MPP,G1
376470,NTC,LMPP,G1
405132,AZD,HSC/MPP,G1
83358,AZD,CMP,G1
321416,G13,CLP,G1
498178,G13,CMP,G1
370657,NTC,LMPP,G1
239692,AZD,LMPP,S
126879,G13,LMPP,G1
33473,AZD,LMPP,G1
716087,AZD,CLP,G1
864095,AZD,LMPP,G1
860429,G13,LMPP,S
181519,NTC,LMPP,G1
232323,AZD,HSC/MPP,G1
348819,NTC,LMPP,S
35185,NTC,LMPP,S
44455,G13,CLP,G1
409058,AZD,LMPP,S
759773,NTC,LMPP,S
8379,G13,LMPP,S
728170,G13,LMPP,S
38809,NTC,CMP,G1
606459,G13,LMPP,G2M
802869,G13,CLP,G1
222090,G13,LMPP,G1
71563,G13,GMP1,G1
720156,NTC,CMP,G1
833195,G13,LMPP,G1
342062,AZD,GMP1,G1
385650,NTC,CLP,G1
572995,G13,LMPP,S
736448,NTC,LMPP,G2M
114482,AZD,HSC/MPP,G1
137116,AZD,HSC/MPP,G1
846920,AZD,HSC/MPP,G1
36142,AZD,LMPP,G2M
170288,AZD,CMP,G1
67337,NTC,GMP1,G1
827903,G13,CMP,G1
441452,AZD,GMP1,G1
815031,AZD,CMP,G1
276767,G13,LMPP,S
116699,AZD,LMPP,S
748421,AZD,CMP,G1
71128,NTC,GMP1,S
383267,AZD,CLP,G1
335305,AZD,MEP1,S
700860,AZD,CMP,G1
732852,AZD,CLP,G1
131721,G13,CLP,G1
284721,AZD,CMP,G1
694943,NTC,GMP1,G1
14870,AZD,CMP,G1
538345,AZD,LMPP,G1
588859,AZD,CMP,G1
817385,AZD,CLP,G1
125493,NTC,CMP,G1
212393,NTC,LMPP,G1
772815,NTC,CLP,G1
806376,G13,MEP1,S
242762,G13,HSC/MPP,G1
34480,AZD,CLP,G1
672601,AZD,LMPP,S
390905,AZD,GMP1,G1
844132,G13,LMPP,G1
397380,G13,MEP1,G1
875348,NTC,LMPP,G1
62744,AZD,LMPP,G1
297053,AZD,CLP,G1
205468,NTC,HSC/MPP,G1
363513,G13,CMP,G1
373938,G13,CMP,G1
33221,AZD,CLP,G1
338888,G13,LMPP,G1
64489,AZD,HSC/MPP,G1
169342,AZD,CMP,S
488417,NTC,HSC/MPP,G1
797875,NTC,CMP,G1
759806,G13,LMPP,G1
159194,NTC,GMP1,S
499870,AZD,HSC/MPP,G1
533098,NTC,GMP1,G1
709483,AZD,CLP,G1
745709,NTC,CMP,G1
681751,AZD,GMP1,G1
349471,NTC,LMPP,G1
448283,AZD,LMPP,G1
166924,NTC,HSC/MPP,G1
653525,G13,HSC/MPP,G1
702254,AZD,CMP,G1
448088,AZD,CLP,G1
783856,AZD,LMPP,G1
598188,NTC,CLP,G1
436006,AZD,LMPP,S
816045,G13,CMP,G1
868448,AZD,LMPP,G1
70944,G13,GMP1,G1
212166,G13,LMPP,S
255270,G13,CLP,G1
265665,NTC,LMPP,G1
418274,G13,CMP,G1
479477,NTC,LMPP,S
523511,AZD,CLP,G1
150643,AZD,MEP1,G1
279915,NTC,HSC/MPP,G1
489749,NTC,GMP1,G1
779558,AZD,LMPP,G1
265876,AZD,HSC/MPP,G1
44349,AZD,GMP1,G1
234877,NTC,CMP,G1
807008,G13,HSC/MPP,G1
85459,AZD,CMP,G1
345663,NTC,HSC/MPP,G1
366174,AZD,GMP1,G1
23728,NTC,LMPP,G2M
349465,NTC,LMPP,G1
466483,NTC,GMP1,G1
882677,NTC,CLP,G1
228019,AZD,CMP,G1
704936,AZD,CMP,G1
23793,NTC,LMPP,G2M
227937,NTC,GMP1,G1
580025,NTC,LMPP,G2M
348929,G13,GMP1,G1
38738,NTC,LMPP,S
297218,NTC,LMPP,G1
278050,NTC,LMPP,G1
300231,AZD,CMP,G1
665453,AZD,HSC/MPP,G1
230056,AZD,CLP,G1
699244,NTC,CLP,G1
806973,G13,CLP,G1
26764,G13,LMPP,G1
694655,G13,LMPP,S
49952,NTC,GMP1,G1
340717,G13,LMPP,G1
675902,NTC,LMPP,G1
705704,AZD,GMP1,G1
658895,AZD,LMPP,S
423757,NTC,HSC/MPP,G1
664395,NTC,LMPP,S
150309,NTC,LMPP,S
266758,G13,CLP,G1
470637,NTC,LMPP,S
491414,NTC,CLP,G1
247064,AZD,CLP,G1
349220,AZD,CMP,G1
848401,AZD,CMP,G1
94137,G13,CLP,G1
413554,G13,LMPP,S
606653,NTC,LMPP,G1
689487,NTC,CLP,G1
764951,AZD,CLP,G2M
170147,AZD,CMP,G1
743892,NTC,LMPP,S
285133,AZD,CMP,G1
441450,AZD,LMPP,G1
766874,AZD,CMP,G1
169839,G13,GMP1,G1
423902,AZD,LMPP,S
660386,G13,CLP,G1
301115,AZD,CMP,G1
288253,G13,LMPP,S
877256,NTC,HSC/MPP,G1
693049,G13,CMP,G1
21883,AZD,CLP,G1
130226,NTC,LMPP,S
673583,AZD,CMP,G1
866750,NTC,MEP1,G2M
22746,AZD,LMPP,S
843067,AZD,CMP,G1
296597,NTC,LMPP,G1
604657,G13,LMPP,S
326771,NTC,LMPP,G1
135898,G13,LMPP,S
627410,G13,CMP,G1
396178,NTC,MEP1,S
590608,AZD,CLP,G1
658194,NTC,GMP1,G1
661948,NTC,CMP,G1
264624,G13,CMP,G1
814465,AZD,CMP,S
880579,G13,GMP1,G1
240051,NTC,LMPP,G2M
706620,NTC,LMPP,S
742240,NTC,LMPP,S
765404,G13,CMP,G1
772290,AZD,LMPP,G1
334682,NTC,GMP1,G1
607693,G13,GMP1,G1
192869,AZD,GMP1,G1
283985,NTC,LMPP,S
504024,G13,CLP,G1
530321,NTC,CMP,G1
605588,G13,CLP,G1
667925,AZD,LMPP,G2M
783426,NTC,CMP,G1
797842,AZD,HSC/MPP,G1
163160,AZD,GMP1,G1
699734,G13,GMP1,G1
240466,AZD,LMPP,S
551822,AZD,CMP,G1
644244,NTC,LMPP,G1
684829,G13,LMPP,S
192736,G13,LMPP,G2M
197730,NTC,CLP,G1
367215,AZD,HSC/MPP,G1
117592,G13,HSC/MPP,G1
541667,G13,GMP1,G1
821475,AZD,LMPP,G1
694980,NTC,HSC/MPP,G1
789685,AZD,CMP,G1
827871,G13,CLP,G1
329719,AZD,CMP,S
334129,NTC,LMPP,S
340684,AZD,LMPP,S
729382,NTC,LMPP,S
300349,AZD,CMP,G1
21145,NTC,LMPP,G1
769805,G13,CMP,G1
314468,G13,HSC/MPP,G1
147183,AZD,CLP,G1
173939,AZD,LMPP,G1
378899,NTC,LMPP,S
387288,G13,LMPP,S
234395,G13,LMPP,G2M
235508,AZD,LMPP,G1
253807,AZD,CLP,G1
347754,AZD,GMP1,G1
137977,AZD,GMP1,G1
321038,AZD,CMP,G1
292427,AZD,GMP1,G1
875571,NTC,HSC/MPP,G1
44237,AZD,CMP,G1
599819,AZD,CMP,G1
710718,G13,LMPP,S
50212,G13,GMP1,G1
168652,AZD,LMPP,G1
180577,G13,LMPP,S
432216,AZD,GMP1,G1
583896,G13,LMPP,S
240258,G13,LMPP,S
492199,AZD,CLP,G1
772317,NTC,CLP,G1
23731,AZD,LMPP,G2M
455928,NTC,LMPP,G2M
491127,G13,CMP,G1
839390,AZD,CLP,G1
313811,G13,HSC/MPP,G1
508719,NTC,CMP,G1
518124,AZD,GMP1,G1
305243,G13,LMPP,G1
391102,AZD,CMP,G1
154923,NTC,CLP,G1
66557,NTC,GMP1,G1
250694,NTC,LMPP,S
412302,AZD,LMPP,S
615689,NTC,GMP1,G1
54297,AZD,CLP,G1
180663,NTC,LMPP,S
855970,AZD,LMPP,G1
864365,G13,CLP,G1
440305,AZD,CMP,G1
601802,G13,CLP,G1
220951,G13,MEP1,S
667266,AZD,LMPP,S
370575,NTC,CMP,G1
312818,NTC,LMPP,G1
264317,G13,LMPP,G1
366498,G13,LMPP,S
873453,G13,LMPP,S
716650,AZD,HSC/MPP,G1
331019,AZD,LMPP,S
804528,AZD,CMP,G1
805659,AZD,CMP,G1
11319,NTC,CMP,G1
826301,NTC,LMPP,G1
298717,AZD,LMPP,S
771097,G13,LMPP,S
392457,AZD,GMP1,G1
281625,G13,GMP1,G1
580929,NTC,LMPP,G1
798953,AZD,CMP,G1
235949,AZD,HSC/MPP,G1
868689,NTC,CLP,G1
113149,G13,CLP,G1
