bc,sample,Celltype,Phase
104570,AZD,LMPP,S
427339,AZD,LMPP,G1
504610,NTC,MEP1,S
480220,G13,LMPP,S
347334,AZD,LMPP,G2M
473631,AZD,LMPP,S
470197,G13,LMPP,S
302518,AZD,CMP,G2M
367324,AZD,LMPP,G2M
622655,AZD,MEP1,S
507655,AZD,LMPP,S
513432,G13,LMPP,G2M
570921,NTC,LMPP,S
288085,G13,LMPP,S
360846,AZD,MEP1,G2M
32432,G13,MEP1,S
149797,NTC,LMPP,S
418404,NTC,LMPP,S
353290,NTC,LMPP,G1
694031,G13,LMPP,S
256795,G13,LMPP,G2M
581229,AZD,CMP,G1
390679,NTC,LMPP,S
460393,G13,LMPP,G1
83853,AZD,LMPP,S
280099,G13,LMPP,S
306706,NTC,LMPP,S
554597,G13,LMPP,S
382686,NTC,LMPP,G2M
435343,NTC,LMPP,S
631081,AZD,LMPP,S
323295,NTC,LMPP,G2M
272075,G13,LMPP,S
91351,AZD,LMPP,G1
301002,G13,MEP1,S
479242,G13,LMPP,S
813703,AZD,LMPP,S
807688,G13,LMPP,S
447731,AZD,LMPP,S
697998,NTC,MEP1,S
204338,NTC,LMPP,G2M
195379,NTC,LMPP,S
773483,NTC,LMPP,G2M
817300,NTC,LMPP,S
515005,NTC,LMPP,S
514029,NTC,MEP1,S
619438,NTC,LMPP,S
834605,G13,CMP,G2M
713704,G13,LMPP,G1
175376,G13,LMPP,G1
510844,G13,LMPP,G2M
197978,AZD,HSC/MPP,G1
225669,NTC,LMPP,S
486004,G13,LMPP,G2M
859916,AZD,LMPP,S
420086,G13,LMPP,G2M
465172,AZD,LMPP,S
790250,G13,LMPP,S
531240,NTC,MEP1,S
266005,G13,LMPP,S
545781,AZD,LMPP,S
616509,G13,LMPP,S
415520,AZD,LMPP,S
658019,NTC,LMPP,S
527783,NTC,LMPP,S
373271,AZD,MEP1,G2M
588003,NTC,LMPP,G2M
312504,NTC,LMPP,S
238535,G13,LMPP,S
77793,AZD,CMP,G1
90551,NTC,LMPP,S
616054,G13,LMPP,G1
389762,G13,LMPP,S
196999,NTC,LMPP,G2M
464609,AZD,LMPP,S
852811,AZD,LMPP,S
185891,AZD,LMPP,G2M
163164,AZD,CMP,G1
207561,NTC,MEP1,S
423672,AZD,LMPP,S
487523,G13,LMPP,G2M
592250,NTC,LMPP,G2M
151832,AZD,LMPP,S
442915,G13,LMPP,G1
540302,G13,LMPP,S
864077,AZD,LMPP,S
274018,G13,LMPP,S
306440,NTC,LMPP,S
628068,G13,LMPP,S
661489,NTC,LMPP,S
49424,NTC,LMPP,G2M
373842,NTC,LMPP,S
12128,G13,MEP1,S
523124,NTC,LMPP,S
198792,NTC,LMPP,S
624019,AZD,LMPP,G1
93005,AZD,LMPP,S
274279,NTC,LMPP,S
64615,G13,LMPP,S
116032,G13,LMPP,S
357482,G13,LMPP,S
481141,G13,LMPP,S
147492,G13,LMPP,S
385011,G13,LMPP,S
262961,AZD,LMPP,G2M
469046,AZD,LMPP,S
487057,AZD,LMPP,S
497106,AZD,CMP,G1
448357,AZD,LMPP,S
103523,NTC,LMPP,G2M
254815,NTC,LMPP,S
118758,AZD,LMPP,S
520869,G13,MEP1,S
392089,G13,LMPP,G2M
593327,NTC,LMPP,S
641967,G13,LMPP,G2M
162544,AZD,LMPP,G1
527375,G13,LMPP,G2M
74179,AZD,LMPP,G1
568783,G13,LMPP,G2M
71079,G13,LMPP,S
629550,AZD,LMPP,S
5727,AZD,LMPP,S
139298,AZD,LMPP,S
397721,G13,LMPP,S
279837,AZD,LMPP,G2M
725495,NTC,LMPP,S
348582,NTC,LMPP,G2M
299357,G13,CMP,G2M
581246,AZD,LMPP,S
384366,NTC,LMPP,G2M
852854,NTC,LMPP,S
309604,NTC,LMPP,G2M
19867,NTC,LMPP,G1
877826,NTC,LMPP,G2M
216288,NTC,LMPP,G2M
399246,AZD,LMPP,G2M
120578,NTC,MEP1,S
845538,G13,MEP1,S
43358,AZD,LMPP,S
228761,AZD,LMPP,S
445008,NTC,LMPP,S
451930,AZD,CMP,G2M
840600,NTC,LMPP,S
269709,G13,LMPP,G1
346799,G13,LMPP,G2M
755185,NTC,LMPP,G1
518495,AZD,LMPP,G1
422144,NTC,LMPP,G2M
85995,NTC,LMPP,S
555536,G13,LMPP,G2M
428117,NTC,LMPP,S
586135,G13,LMPP,G2M
509675,NTC,CMP,G2M
643958,G13,LMPP,S
807338,G13,LMPP,S
562135,AZD,LMPP,G1
64459,NTC,LMPP,S
278076,AZD,LMPP,S
100559,AZD,MEP1,S
91064,G13,LMPP,S
69759,NTC,MEP1,S
671261,G13,LMPP,S
19299,G13,LMPP,S
397303,G13,LMPP,G2M
49951,AZD,LMPP,G2M
506857,AZD,LMPP,G1
519639,NTC,MEP1,S
369319,NTC,CMP,G1
491207,NTC,LMPP,S
608870,AZD,HSC/MPP,G1
137439,G13,LMPP,G2M
42484,G13,LMPP,S
430262,G13,LMPP,G2M
676855,AZD,LMPP,S
297963,AZD,LMPP,S
106313,AZD,LMPP,G1
59815,NTC,LMPP,S
635198,AZD,LMPP,S
194158,G13,LMPP,S
706429,AZD,LMPP,S
16952,NTC,LMPP,G1
530242,G13,LMPP,G1
451978,G13,CMP,G1
337163,NTC,MEP1,S
541002,G13,LMPP,S
213836,G13,LMPP,S
472711,NTC,LMPP,G2M
262309,G13,LMPP,G2M
441309,AZD,LMPP,G1
7406,G13,LMPP,S
452034,AZD,CLP,G1
445851,NTC,LMPP,S
699885,G13,LMPP,G2M
733778,AZD,LMPP,S
705166,NTC,LMPP,G2M
410565,NTC,LMPP,S
657546,NTC,LMPP,S
31799,NTC,LMPP,S
408746,G13,LMPP,G2M
622879,AZD,LMPP,G1
418248,G13,LMPP,G2M
883126,NTC,LMPP,G2M
342445,G13,LMPP,S
624270,NTC,LMPP,S
124113,G13,LMPP,S
196348,NTC,LMPP,G2M
173860,NTC,LMPP,G2M
789499,G13,LMPP,G2M
78217,AZD,LMPP,S
463065,NTC,CMP,G2M
374444,G13,LMPP,G2M
625387,G13,LMPP,G1
162771,G13,LMPP,S
602123,NTC,LMPP,S
498919,G13,LMPP,G1
237549,G13,LMPP,S
569661,G13,LMPP,S
624330,NTC,LMPP,G1
859147,G13,LMPP,S
44711,G13,LMPP,S
709294,NTC,MEP1,G2M
1809,NTC,LMPP,S
259053,AZD,LMPP,S
367618,AZD,LMPP,S
354979,AZD,LMPP,S
88017,NTC,LMPP,S
331106,G13,MEP1,S
799582,NTC,LMPP,S
194704,NTC,MEP1,S
413767,NTC,LMPP,S
269004,AZD,LMPP,S
366429,NTC,LMPP,S
675195,NTC,LMPP,G2M
249002,G13,LMPP,S
448752,G13,LMPP,S
323627,NTC,LMPP,S
348064,NTC,MEP1,S
155684,NTC,CLP,G1
151034,AZD,LMPP,G2M
187677,NTC,LMPP,G2M
754315,NTC,LMPP,S
255057,NTC,MEP1,S
486463,AZD,MEP1,S
526015,NTC,LMPP,S
784048,G13,LMPP,G2M
139939,G13,HSC/MPP,G1
372816,AZD,MEP1,S
275119,G13,LMPP,S
207633,AZD,MEP1,S
438668,G13,LMPP,S
271612,AZD,LMPP,S
347335,NTC,LMPP,S
526412,AZD,LMPP,G2M
733551,NTC,LMPP,S
446424,G13,LMPP,S
9729,G13,LMPP,S
504569,NTC,LMPP,S
228373,NTC,LMPP,S
155747,NTC,LMPP,G2M
841562,AZD,LMPP,S
552118,AZD,LMPP,S
650480,NTC,LMPP,S
274210,G13,LMPP,G2M
583256,AZD,LMPP,S
357659,AZD,LMPP,S
644063,G13,LMPP,G2M
721873,G13,LMPP,S
234987,G13,LMPP,S
604949,G13,LMPP,S
840252,NTC,LMPP,G2M
863606,G13,LMPP,G2M
294709,G13,LMPP,S
355128,NTC,LMPP,G2M
278180,G13,LMPP,S
435174,NTC,LMPP,S
582293,NTC,CMP,G1
59652,G13,LMPP,G1
841449,G13,LMPP,G1
659374,AZD,LMPP,G2M
584392,AZD,CMP,G1
500872,NTC,CLP,G1
465961,NTC,LMPP,G2M
722374,AZD,LMPP,S
27319,AZD,LMPP,S
753488,G13,MEP1,S
309661,NTC,LMPP,G1
771934,NTC,LMPP,S
482919,NTC,LMPP,S
782190,AZD,LMPP,G2M
368445,NTC,LMPP,S
758336,G13,LMPP,S
304934,NTC,LMPP,G1
505225,AZD,LMPP,S
794061,AZD,LMPP,G2M
800254,NTC,LMPP,G2M
859226,G13,LMPP,G2M
557868,G13,LMPP,G2M
652433,G13,LMPP,G1
31752,G13,LMPP,S
18481,NTC,LMPP,S
710459,AZD,LMPP,S
238641,G13,LMPP,S
658352,AZD,LMPP,S
113267,AZD,LMPP,S
21868,NTC,LMPP,S
61511,AZD,LMPP,S
204013,NTC,LMPP,S
424943,NTC,LMPP,S
695936,NTC,LMPP,S
264720,NTC,LMPP,G2M
487958,AZD,MEP1,S
225855,NTC,LMPP,G2M
723065,AZD,LMPP,G2M
381084,G13,LMPP,S
343616,AZD,LMPP,G2M
58857,NTC,LMPP,S
276850,NTC,LMPP,G2M
203780,AZD,LMPP,G1
658137,AZD,LMPP,G2M
265271,NTC,LMPP,S
778873,NTC,LMPP,G2M
485611,NTC,LMPP,G2M
298448,G13,LMPP,S
306636,G13,LMPP,G2M
574285,NTC,LMPP,S
413355,G13,LMPP,S
831372,AZD,LMPP,G2M
208662,NTC,CLP,G1
497861,G13,LMPP,S
781743,G13,LMPP,S
846380,G13,LMPP,G2M
305530,G13,LMPP,S
328968,G13,LMPP,S
815596,AZD,MEP1,G2M
676757,G13,LMPP,S
884517,AZD,LMPP,S
327744,AZD,MEP1,S
120216,AZD,LMPP,S
261010,NTC,LMPP,G2M
729426,G13,LMPP,S
411050,G13,LMPP,S
37333,AZD,LMPP,S
277473,NTC,LMPP,G2M
566371,NTC,LMPP,G2M
729043,AZD,LMPP,G1
446139,AZD,LMPP,G1
633407,AZD,LMPP,S
657696,NTC,LMPP,G2M
81631,G13,LMPP,G1
258484,NTC,LMPP,G2M
580525,NTC,LMPP,G1
799477,NTC,LMPP,S
525721,AZD,LMPP,S
87819,AZD,MEP1,S
562041,AZD,LMPP,G2M
627926,AZD,LMPP,S
452493,AZD,MEP1,S
244649,NTC,LMPP,S
290052,NTC,LMPP,G2M
652182,G13,LMPP,S
571931,NTC,CLP,G1
629612,AZD,LMPP,S
248950,NTC,LMPP,G1
734490,G13,LMPP,G2M
521267,G13,CMP,G1
171063,G13,LMPP,S
147056,NTC,LMPP,S
367717,NTC,LMPP,S
650005,AZD,LMPP,S
282396,AZD,LMPP,S
119198,NTC,CLP,G1
357917,AZD,LMPP,G1
649938,NTC,LMPP,S
477293,NTC,LMPP,G2M
498001,NTC,LMPP,S
186529,AZD,CMP,G2M
191301,AZD,LMPP,S
669601,G13,LMPP,S
382760,AZD,LMPP,S
602633,AZD,LMPP,S
352170,NTC,LMPP,S
542813,NTC,LMPP,S
146153,G13,LMPP,G1
461189,G13,LMPP,G2M
269437,AZD,LMPP,G2M
492982,NTC,LMPP,S
717891,G13,LMPP,S
415918,AZD,LMPP,G1
535083,NTC,LMPP,S
513026,G13,LMPP,S
694795,NTC,LMPP,S
548678,AZD,LMPP,S
729268,AZD,LMPP,S
609317,G13,CMP,G1
594943,AZD,LMPP,G2M
193902,AZD,CLP,G1
184455,NTC,LMPP,S
139961,NTC,LMPP,G2M
140555,AZD,LMPP,S
356081,G13,CMP,G1
711587,NTC,LMPP,S
31569,G13,LMPP,S
359539,NTC,LMPP,G1
545028,G13,CMP,G1
143194,G13,LMPP,S
452505,AZD,LMPP,S
590124,NTC,LMPP,G1
306097,NTC,MEP1,S
164381,AZD,MEP1,S
602533,AZD,LMPP,S
815489,NTC,LMPP,S
613975,NTC,LMPP,G2M
698837,AZD,LMPP,S
202787,G13,LMPP,S
609378,G13,CLP,G1
5663,AZD,LMPP,S
545675,G13,LMPP,G2M
462981,NTC,LMPP,S
128756,G13,MEP1,S
168940,NTC,LMPP,S
137777,G13,LMPP,G2M
112522,G13,LMPP,S
365992,AZD,LMPP,S
510905,AZD,LMPP,G2M
588065,G13,CLP,G1
711039,G13,LMPP,S
94004,G13,LMPP,S
733807,NTC,LMPP,S
765156,G13,LMPP,S
722484,AZD,LMPP,G2M
487068,G13,LMPP,S
118732,AZD,LMPP,G2M
527740,AZD,LMPP,S
192216,NTC,MEP1,S
524129,NTC,LMPP,G2M
816826,AZD,MEP1,S
298027,NTC,LMPP,G2M
654002,NTC,LMPP,G2M
493537,NTC,LMPP,G2M
92511,AZD,LMPP,S
466340,AZD,LMPP,G1
497292,G13,LMPP,G1
624628,G13,LMPP,G2M
304781,NTC,LMPP,S
842041,AZD,LMPP,S
186613,G13,MEP1,S
227300,G13,LMPP,G2M
276940,NTC,LMPP,S
437041,G13,LMPP,S
617118,G13,LMPP,G1
787619,NTC,LMPP,S
619481,NTC,LMPP,G1
74905,AZD,LMPP,G1
437241,NTC,LMPP,S
15152,G13,LMPP,G2M
319128,NTC,LMPP,G2M
406174,AZD,LMPP,G2M
784633,AZD,LMPP,G2M
341577,NTC,LMPP,S
283578,NTC,LMPP,G2M
601487,G13,LMPP,S
724617,NTC,LMPP,G2M
681788,NTC,LMPP,S
2419,NTC,HSC/MPP,G1
157184,NTC,LMPP,G2M
237646,NTC,LMPP,S
820189,G13,LMPP,S
83843,AZD,LMPP,G2M
720415,AZD,LMPP,G2M
468568,G13,LMPP,G2M
88568,NTC,LMPP,G1
392391,NTC,LMPP,S
172485,AZD,LMPP,S
565757,G13,MEP1,S
453628,AZD,LMPP,G1
110567,G13,MEP1,S
517455,AZD,LMPP,G2M
779682,AZD,LMPP,S
5883,AZD,LMPP,S
93448,G13,MEP1,S
42234,NTC,MEP1,S
805007,NTC,LMPP,G1
735021,NTC,LMPP,G2M
560574,AZD,LMPP,S
758137,NTC,LMPP,S
222480,NTC,LMPP,S
608869,AZD,LMPP,G2M
89110,NTC,LMPP,S
221083,G13,LMPP,S
40076,NTC,LMPP,S
163375,NTC,LMPP,S
463970,G13,LMPP,S
21864,G13,LMPP,G2M
46397,G13,LMPP,G2M
615240,NTC,LMPP,S
304317,NTC,LMPP,S
842641,NTC,LMPP,G2M
660725,NTC,LMPP,S
368311,AZD,LMPP,S
30128,AZD,LMPP,S
379120,NTC,LMPP,S
363490,NTC,LMPP,S
872897,G13,LMPP,S
13555,NTC,LMPP,G2M
708795,G13,LMPP,S
113258,NTC,LMPP,S
355684,G13,LMPP,S
633898,G13,MEP1,G2M
264881,G13,LMPP,G1
638493,G13,LMPP,S
678482,AZD,MEP1,G2M
595462,G13,LMPP,G2M
813586,G13,LMPP,S
232098,G13,LMPP,S
158044,AZD,LMPP,S
206416,G13,LMPP,G1
279425,NTC,LMPP,S
577573,G13,LMPP,S
777000,G13,LMPP,S
710128,NTC,LMPP,S
783901,NTC,LMPP,S
227871,AZD,MEP1,G2M
711625,AZD,LMPP,G2M
100675,G13,LMPP,S
291966,NTC,LMPP,G2M
462611,AZD,MEP1,S
379713,G13,LMPP,G1
629911,NTC,LMPP,G2M
784964,NTC,LMPP,G2M
543361,AZD,LMPP,S
255513,AZD,LMPP,S
297214,NTC,LMPP,S
838941,G13,LMPP,S
8650,G13,LMPP,S
443219,NTC,LMPP,G1
458822,AZD,HSC/MPP,G1
140559,G13,LMPP,S
58805,AZD,LMPP,G1
566809,G13,CLP,G1
868198,AZD,LMPP,S
581942,AZD,HSC/MPP,G1
214215,AZD,LMPP,S
408755,G13,LMPP,S
72877,AZD,LMPP,S
97081,NTC,LMPP,S
379541,NTC,LMPP,S
485922,NTC,LMPP,S
791853,G13,LMPP,G2M
616927,NTC,LMPP,S
807395,NTC,LMPP,S
130393,G13,LMPP,G2M
591121,AZD,LMPP,S
586513,AZD,LMPP,G1
203041,AZD,MEP1,S
865346,G13,LMPP,S
777971,G13,LMPP,G2M
242988,NTC,LMPP,S
263548,AZD,HSC/MPP,G1
511493,G13,LMPP,S
126598,AZD,LMPP,S
499609,G13,LMPP,S
613739,G13,LMPP,S
674211,G13,LMPP,S
2725,AZD,LMPP,S
371792,G13,MEP1,G2M
523052,NTC,LMPP,S
43924,NTC,LMPP,G2M
258619,NTC,LMPP,G2M
111616,G13,LMPP,S
293130,G13,LMPP,G2M
137433,G13,LMPP,S
107990,NTC,LMPP,G1
193249,NTC,LMPP,S
479535,G13,LMPP,G2M
4646,NTC,LMPP,S
320617,NTC,LMPP,S
851543,AZD,LMPP,G2M
147814,G13,LMPP,G2M
817884,NTC,LMPP,S
84479,AZD,LMPP,G1
308594,G13,LMPP,S
313838,NTC,LMPP,S
781123,G13,LMPP,S
629756,NTC,LMPP,G2M
95749,NTC,MEP1,S
213984,NTC,LMPP,G2M
128623,AZD,LMPP,S
327448,AZD,LMPP,S
346079,G13,LMPP,S
301307,AZD,LMPP,G1
143797,AZD,LMPP,G1
539480,AZD,LMPP,G1
20006,NTC,LMPP,S
281808,G13,LMPP,S
207109,AZD,LMPP,S
272549,G13,MEP1,S
700164,AZD,LMPP,S
301467,G13,LMPP,G2M
867727,NTC,LMPP,S
564130,NTC,LMPP,G1
143525,NTC,LMPP,S
145767,NTC,LMPP,S
69636,NTC,LMPP,S
357663,AZD,HSC/MPP,G1
874485,AZD,LMPP,G2M
187420,NTC,LMPP,S
597441,G13,LMPP,G1
109498,G13,MEP1,S
57331,NTC,LMPP,S
395163,AZD,LMPP,S
605799,G13,LMPP,G1
676003,NTC,LMPP,S
350968,G13,CLP,G1
743582,G13,MEP1,S
814211,NTC,MEP1,S
816677,G13,LMPP,G1
295157,NTC,LMPP,S
21759,NTC,LMPP,G2M
71363,AZD,LMPP,S
815516,AZD,LMPP,S
151191,NTC,LMPP,G2M
227984,G13,LMPP,S
255832,AZD,LMPP,S
562481,G13,MEP1,G2M
812371,NTC,LMPP,S
254122,G13,CMP,G1
526785,NTC,LMPP,G2M
233143,AZD,LMPP,S
328055,NTC,LMPP,G2M
408238,AZD,LMPP,S
727856,AZD,LMPP,S
614524,NTC,LMPP,G1
644878,NTC,LMPP,G1
805619,NTC,LMPP,G2M
68556,NTC,LMPP,S
210863,NTC,LMPP,G1
652920,G13,MEP1,G1
523611,NTC,LMPP,G2M
314852,AZD,MEP1,S
473266,AZD,LMPP,S
658921,AZD,CMP,G1
503614,G13,LMPP,G1
603024,NTC,LMPP,S
864195,G13,LMPP,S
510779,AZD,LMPP,S
717281,G13,LMPP,S
719047,G13,LMPP,G1
600605,G13,LMPP,G1
418875,G13,LMPP,S
500353,AZD,LMPP,S
64004,AZD,LMPP,G2M
283070,G13,LMPP,S
431053,G13,CMP,S
200687,NTC,LMPP,S
388954,G13,LMPP,S
660145,NTC,LMPP,S
448388,G13,LMPP,G2M
201738,AZD,LMPP,S
144024,AZD,MEP1,S
196254,NTC,LMPP,G2M
476256,AZD,HSC/MPP,G1
547948,AZD,LMPP,S
88888,AZD,HSC/MPP,G1
386080,NTC,LMPP,S
154565,G13,LMPP,S
573488,G13,LMPP,S
394700,AZD,LMPP,G1
40436,AZD,LMPP,S
57969,G13,CMP,S
767756,G13,MEP1,S
551327,AZD,LMPP,S
158087,G13,LMPP,G2M
10469,G13,LMPP,S
377321,NTC,LMPP,S
539173,NTC,LMPP,S
603275,G13,LMPP,S
320872,G13,LMPP,S
3896,NTC,LMPP,S
177815,G13,LMPP,G2M
33482,G13,LMPP,S
86102,AZD,LMPP,S
299964,AZD,MEP1,S
519112,NTC,LMPP,S
422371,NTC,LMPP,S
858009,NTC,LMPP,G2M
33455,NTC,CLP,G1
861017,AZD,LMPP,G2M
513342,NTC,LMPP,S
90468,G13,LMPP,G1
232280,G13,MEP1,S
508455,NTC,CMP,S
783507,NTC,LMPP,S
6299,G13,LMPP,G2M
445739,NTC,LMPP,S
877730,NTC,LMPP,G1
75810,G13,LMPP,G1
348614,NTC,LMPP,S
400578,NTC,LMPP,G1
124719,NTC,MEP1,S
364753,G13,MEP1,S
503550,AZD,LMPP,S
62677,NTC,LMPP,G2M
101318,NTC,LMPP,S
8312,NTC,LMPP,G1
237206,NTC,LMPP,G2M
403053,G13,LMPP,G1
540104,G13,LMPP,S
326136,G13,LMPP,G1
454678,G13,MEP1,S
115592,G13,LMPP,S
192759,G13,LMPP,S
411767,AZD,LMPP,S
2983,G13,LMPP,G2M
444628,AZD,LMPP,G2M
223558,NTC,LMPP,G2M
792533,NTC,LMPP,G1
232741,G13,MEP1,G1
201764,NTC,LMPP,S
411190,NTC,LMPP,S
146559,NTC,LMPP,S
526539,G13,MEP1,G2M
127602,AZD,LMPP,G2M
714176,NTC,MEP1,S
825093,AZD,MEP1,G2M
372415,G13,MEP1,S
587386,AZD,CLP,G1
61309,AZD,LMPP,S
68262,G13,LMPP,S
168547,NTC,LMPP,S
188818,G13,LMPP,S
631422,NTC,LMPP,S
24578,G13,LMPP,S
72891,NTC,LMPP,G2M
309522,NTC,LMPP,S
30054,G13,LMPP,G2M
362510,NTC,LMPP,S
95005,AZD,LMPP,S
862386,G13,LMPP,G1
864355,G13,LMPP,G1
567811,G13,LMPP,S
541565,G13,LMPP,S
507671,NTC,LMPP,S
46238,NTC,LMPP,G1
199158,NTC,LMPP,S
497772,G13,LMPP,S
169026,G13,LMPP,G1
305017,AZD,LMPP,G2M
553630,NTC,LMPP,S
581514,NTC,LMPP,G1
385673,NTC,LMPP,S
559837,AZD,LMPP,S
114251,NTC,LMPP,S
354652,AZD,CMP,G1
581549,G13,CMP,G1
264185,G13,LMPP,G2M
110073,AZD,LMPP,G1
422643,NTC,LMPP,G1
570841,AZD,MEP1,S
477432,G13,LMPP,S
47700,NTC,LMPP,G2M
172855,NTC,LMPP,G2M
693134,G13,LMPP,S
797012,NTC,MEP1,S
318534,NTC,LMPP,S
572900,NTC,LMPP,S
822106,NTC,MEP1,S
108265,AZD,LMPP,S
147819,G13,MEP1,S
674163,G13,LMPP,S
84097,AZD,CMP,G1
368085,G13,MEP1,S
541405,NTC,CMP,G1
545789,AZD,LMPP,S
451863,NTC,MEP1,G2M
654343,AZD,LMPP,G1
473813,NTC,MEP1,S
205190,AZD,LMPP,S
268147,NTC,LMPP,S
361525,NTC,LMPP,S
409691,AZD,LMPP,S
493974,AZD,LMPP,G1
560964,G13,LMPP,S
370272,AZD,LMPP,S
694750,NTC,LMPP,G2M
535499,AZD,LMPP,G1
661580,AZD,LMPP,S
597994,G13,LMPP,G1
576090,G13,LMPP,S
583821,NTC,LMPP,S
30073,AZD,LMPP,G2M
37580,AZD,LMPP,S
207137,NTC,LMPP,G1
559378,G13,LMPP,G1
458653,AZD,LMPP,G1
688314,NTC,MEP1,S
44520,NTC,MEP1,S
310247,G13,LMPP,S
105373,AZD,LMPP,S
246105,NTC,LMPP,S
38052,NTC,MEP1,S
127177,G13,LMPP,S
395424,G13,LMPP,S
422162,G13,LMPP,S
674628,G13,LMPP,G2M
173843,NTC,LMPP,S
411861,AZD,LMPP,G1
626660,NTC,LMPP,G1
384231,G13,LMPP,G1
510111,NTC,LMPP,S
177302,G13,LMPP,G2M
46527,G13,LMPP,S
462262,AZD,LMPP,S
675036,NTC,LMPP,G2M
43581,G13,LMPP,S
429103,NTC,LMPP,S
296079,NTC,LMPP,S
590247,AZD,CMP,S
23023,G13,LMPP,S
34414,NTC,MEP1,S
66860,NTC,LMPP,S
202706,NTC,LMPP,S
678278,G13,LMPP,S
834304,AZD,LMPP,G2M
101501,NTC,LMPP,S
793380,G13,LMPP,G2M
727809,NTC,LMPP,S
24262,NTC,LMPP,S
600258,NTC,MEP1,S
698431,G13,LMPP,S
254737,G13,CLP,G1
535625,AZD,LMPP,S
749653,NTC,LMPP,S
543741,G13,MEP1,G1
67902,G13,LMPP,G1
278320,G13,LMPP,S
714566,NTC,LMPP,S
34715,G13,LMPP,G1
231914,NTC,MEP1,S
294652,AZD,LMPP,S
582389,NTC,LMPP,S
721155,G13,MEP1,S
84281,G13,CMP,G1
311735,AZD,LMPP,S
238977,NTC,LMPP,G2M
439001,AZD,LMPP,S
60883,G13,LMPP,G1
86495,NTC,LMPP,S
161815,G13,LMPP,G2M
465305,G13,LMPP,G1
53625,NTC,LMPP,S
773301,G13,LMPP,G2M
581770,AZD,CMP,G2M
615897,G13,LMPP,S
648172,NTC,LMPP,S
80838,NTC,MEP1,S
801925,NTC,LMPP,S
880872,G13,MEP1,S
460272,NTC,LMPP,G1
227669,G13,LMPP,S
436603,AZD,CMP,S
464484,G13,CMP,G1
477147,NTC,LMPP,G1
104842,AZD,CLP,G1
374928,AZD,LMPP,S
362171,AZD,LMPP,S
152796,NTC,LMPP,G2M
80289,AZD,LMPP,S
240106,G13,LMPP,G1
856784,NTC,LMPP,S
783341,G13,LMPP,S
403128,NTC,LMPP,S
829965,G13,LMPP,S
507714,AZD,LMPP,G1
777744,NTC,LMPP,S
711227,NTC,LMPP,S
245300,NTC,LMPP,S
348538,G13,LMPP,G2M
655584,NTC,LMPP,S
357409,AZD,LMPP,S
673743,NTC,LMPP,G2M
782733,AZD,LMPP,S
444405,AZD,LMPP,G2M
378362,G13,LMPP,S
435591,NTC,LMPP,G1
399249,NTC,LMPP,S
249838,NTC,LMPP,G1
93524,NTC,LMPP,S
400869,G13,LMPP,G1
450978,G13,MEP1,S
711980,G13,LMPP,G2M
432768,NTC,LMPP,G2M
591429,G13,LMPP,S
110348,G13,LMPP,S
673912,NTC,LMPP,S
771277,G13,LMPP,S
626054,NTC,LMPP,G2M
83503,NTC,LMPP,S
663788,NTC,LMPP,S
53961,G13,LMPP,S
70100,G13,LMPP,S
159041,G13,LMPP,S
827076,NTC,LMPP,G2M
718772,NTC,LMPP,S
465476,NTC,LMPP,S
540718,AZD,MEP1,G1
100549,G13,LMPP,S
818704,AZD,LMPP,G2M
275337,AZD,LMPP,S
613929,AZD,GMP1,G1
83835,AZD,LMPP,S
102260,NTC,LMPP,S
479262,G13,LMPP,G2M
879292,NTC,LMPP,S
167761,G13,LMPP,G2M
442261,NTC,LMPP,S
84804,AZD,LMPP,S
490940,AZD,LMPP,S
432258,NTC,LMPP,S
842187,NTC,LMPP,G2M
746231,G13,LMPP,S
759598,G13,MEP1,S
260826,G13,LMPP,S
61282,G13,LMPP,S
158292,G13,LMPP,S
354144,NTC,LMPP,S
394998,NTC,LMPP,S
579561,G13,LMPP,G1
680914,NTC,LMPP,S
819962,G13,LMPP,S
690121,G13,LMPP,S
776903,AZD,LMPP,G2M
27475,G13,LMPP,G2M
293795,NTC,LMPP,G2M
369579,NTC,LMPP,S
38963,G13,MEP1,S
841298,AZD,LMPP,S
197373,NTC,LMPP,G2M
212696,NTC,LMPP,S
407980,NTC,LMPP,G1
194710,AZD,LMPP,G2M
271713,G13,LMPP,S
592593,NTC,LMPP,S
98458,AZD,LMPP,S
235214,NTC,MEP1,G2M
750264,G13,LMPP,S
841409,NTC,LMPP,S
61805,G13,LMPP,S
567325,NTC,LMPP,G1
91790,G13,LMPP,S
310635,NTC,LMPP,S
763627,NTC,LMPP,S
783729,G13,LMPP,G2M
245145,AZD,LMPP,G1
389160,G13,LMPP,S
661894,NTC,LMPP,G2M
860405,G13,LMPP,G2M
72150,NTC,LMPP,G1
532156,G13,CLP,G1
857012,NTC,CMP,G1
179601,NTC,LMPP,G2M
614876,G13,LMPP,S
88055,AZD,LMPP,G2M
102970,G13,LMPP,G1
880603,AZD,LMPP,S
519644,AZD,LMPP,S
256846,G13,LMPP,G2M
516061,G13,LMPP,G2M
572000,NTC,LMPP,S
655433,NTC,LMPP,S
548291,NTC,LMPP,S
649802,NTC,LMPP,G1
27952,G13,LMPP,S
161892,G13,LMPP,S
187892,NTC,LMPP,S
84079,NTC,LMPP,S
551850,NTC,LMPP,G1
138373,AZD,LMPP,S
575057,G13,LMPP,S
582455,NTC,MEP1,S
705217,NTC,LMPP,G2M
